Code,Year,Daily caloric supply (OWID based on UN FAO & historical sources),Deaths - Cause: All causes - Risk: High body-mass index - Sex: Both - Age: Age-standardized (Rate),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes","Indicator:Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%) - Sex:Both sexes_x"
AFG,1990,2314,132.74,1,10.4
AFG,1991,2044,129.63,1.1,10.7
AFG,1992,1891,126.58,1.2,11
AFG,1993,1910,124.93,1.2,11.4
AFG,1994,1820,123.9,1.3,11.7
AFG,1995,1844,121.79,1.4,12.1
AFG,1996,1843,118.93,1.5,12.5
AFG,1997,1874,114.91,1.6,12.9
AFG,1998,1903,110.87,1.7,13.4
AFG,1999,1852,108.27,1.8,13.8
AFG,2000,1790,107.69,1.9,14.2
AFG,2001,1737,109.15,2,14.7
AFG,2002,1826,109.05,2.1,15.2
AFG,2003,1892,110.7,2.2,15.6
AFG,2004,1967,113.26,2.3,16.1
AFG,2005,1948,115.48,2.5,16.6
AFG,2006,1966,119.3,2.6,17.1
AFG,2007,2046,125.22,2.8,17.7
AFG,2008,2041,132.57,2.9,18.2
AFG,2009,2081,139.38,3.1,18.8
AFG,2010,2104,145.02,3.3,19.3
AFG,2011,2107,150.19,3.5,19.9
AFG,2012,2100,155.28,3.7,20.5
AFG,2013,2090,159.74,3.9,21.1
AFG,2014,2095,164.35,4.1,21.7
AFG,2015,2044,168.65,4.3,22.3
AFG,2016,2034,171.79,4.5,23
ALB,1990,2568,74.6,8.7,40.5
ALB,1991,2572,75.05,9,41
ALB,1992,2654,71.02,9.4,41.5
ALB,1993,2795,66.88,9.7,42
ALB,1994,2877,62.28,10.1,42.5
ALB,1995,2717,63.72,10.6,43.1
ALB,1996,2843,65.38,11,43.6
ALB,1997,2725,66.71,11.4,44.2
ALB,1998,2725,67.73,11.9,44.8
ALB,1999,2797,69.26,12.3,45.4
ALB,2000,2734,69.36,12.8,46
ALB,2001,2803,67.47,13.3,46.6
ALB,2002,2864,70.67,13.9,47.3
ALB,2003,2772,75.64,14.4,48
ALB,2004,2792,76.49,15,48.7
ALB,2005,2874,75.7,15.6,49.5
ALB,2006,2855,72.14,16.2,50.2
ALB,2007,2860,69.27,16.9,51
ALB,2008,2947,70.12,17.5,51.8
ALB,2009,2993,69.12,18.1,52.5
ALB,2010,3076,69.12,18.7,53.3
ALB,2011,3132,70.07,19.3,54
ALB,2012,3184,70.33,19.9,54.8
ALB,2013,3193,70.9,20.5,55.5
ALB,2014,3266,72.19,21.1,56.3
ALB,2015,3280,73.55,21.7,57
ALB,2016,3381,73.86,22.3,57.7
DZA,1990,2754,131.8,10.3,41.4
DZA,1991,2733,130.94,10.8,42.2
DZA,1992,2865,130.33,11.2,43
DZA,1993,2865,130.01,11.6,43.8
DZA,1994,2763,129.97,12.1,44.6
DZA,1995,2785,129.15,12.5,45.4
DZA,1996,2784,127.94,13,46.3
DZA,1997,2733,126.41,13.5,47.1
DZA,1998,2792,124.36,14,47.9
DZA,1999,2843,124.64,14.5,48.7
DZA,2000,2812,123.97,15,49.5
DZA,2001,2886,123.6,15.5,50.2
DZA,2002,2925,123.51,16.1,51
DZA,2003,2970,123.85,16.7,51.9
DZA,2004,2987,124.2,17.3,52.7
DZA,2005,2958,124.23,17.9,53.5
DZA,2006,3047,124.17,18.6,54.3
DZA,2007,3041,124.14,19.2,55
DZA,2008,3048,124.14,19.9,55.8
DZA,2009,3110,124.16,20.7,56.6
DZA,2010,3142,124.19,21.4,57.4
DZA,2011,3217,124.53,22.2,58.2
DZA,2012,3272,124.4,23.1,59
DZA,2013,3296,124.03,23.9,59.8
DZA,2014,3377,124.39,24.8,60.5
DZA,2015,3379,124.75,25.7,61.3
DZA,2016,3372,123.93,26.6,62
AND,1990,,46.48,20,56.4
AND,1991,,45.82,20.3,56.8
AND,1992,,45.5,20.6,57.2
AND,1993,,44.68,20.9,57.5
AND,1994,,44.03,21.2,57.9
AND,1995,,42.93,21.5,58.3
AND,1996,,41.95,21.8,58.6
AND,1997,,40.88,22.1,58.9
AND,1998,,39.95,22.4,59.3
AND,1999,,39.18,22.7,59.6
AND,2000,,38.56,23,59.9
AND,2001,,38.03,23.3,60.2
AND,2002,,37.68,23.6,60.5
AND,2003,,37.33,23.9,60.8
AND,2004,,37.46,24.2,61.1
AND,2005,,37.16,24.5,61.3
AND,2006,,37.05,24.8,61.6
AND,2007,,36.67,25.1,61.8
AND,2008,,36.62,25.4,62
AND,2009,,36.86,25.7,62.2
AND,2010,,36.94,26,62.5
AND,2011,,37,26.3,62.7
AND,2012,,37.09,26.6,62.9
AND,2013,,37.34,27,63.1
AND,2014,,37.52,27.3,63.3
AND,2015,,37.64,27.7,63.5
AND,2016,,37.65,28,63.7
AGO,1990,1641,29.29,1.7,13.1
AGO,1991,1611,29.42,1.8,13.6
AGO,1992,1625,29.78,1.9,14
AGO,1993,1564,30.52,2,14.4
AGO,1994,1644,31.23,2.1,14.9
AGO,1995,1687,31.59,2.2,15.3
AGO,1996,1731,31.65,2.4,15.8
AGO,1997,1732,32.3,2.5,16.3
AGO,1998,1752,33.71,2.7,16.7
AGO,1999,1805,35.04,2.8,17.3
AGO,2000,1792,35.92,3,17.8
AGO,2001,1833,36.25,3.1,18.3
AGO,2002,1915,36.64,3.3,18.8
AGO,2003,1983,37.74,3.5,19.4
AGO,2004,2030,39.2,3.7,20
AGO,2005,2077,39.51,3.9,20.5
AGO,2006,2119,40.59,4.1,21.1
AGO,2007,2173,41.25,4.3,21.7
AGO,2008,2245,42.79,4.6,22.3
AGO,2009,2303,44.4,4.8,22.9
AGO,2010,2345,46,5.1,23.6
AGO,2011,2407,47.96,5.3,24.2
AGO,2012,2384,50.28,5.6,24.8
AGO,2013,2473,52.38,5.9,25.5
AGO,2014,2419,53.53,6.2,26.2
AGO,2015,2380,55.7,6.5,26.8
AGO,2016,2338,57.65,6.8,27.5
ATG,1990,2467,75.11,8.6,33.7
ATG,1991,2532,77.92,8.9,34.4
ATG,1992,2545,79.77,9.2,34.9
ATG,1993,2376,85.52,9.6,35.5
ATG,1994,2255,86.91,9.9,36.1
ATG,1995,2188,88.37,10.3,36.7
ATG,1996,2190,84.71,10.6,37.2
ATG,1997,2163,83.03,11,37.8
ATG,1998,2154,82.29,11.4,38.3
ATG,1999,2158,81.76,11.7,38.9
ATG,2000,2150,81.01,12.1,39.4
ATG,2001,2085,80.66,12.5,40
ATG,2002,2069,80.41,12.9,40.5
ATG,2003,2071,80.51,13.3,41
ATG,2004,2107,80.81,13.7,41.5
ATG,2005,2331,81.15,14,42.1
ATG,2006,2328,82.2,14.4,42.6
ATG,2007,2411,89.56,14.8,43.1
ATG,2008,2380,90.53,15.3,43.6
ATG,2009,2322,86.19,15.7,44.1
ATG,2010,2316,86.89,16.1,44.7
ATG,2011,2369,87.7,16.6,45.2
ATG,2012,2293,88.16,17,45.7
ATG,2013,2417,88.88,17.5,46.3
ATG,2014,2400,90.57,18,46.9
ATG,2015,2405,91.37,18.6,47.4
ATG,2016,2404,92.06,19.1,48
ARG,1990,2911,71.24,16.6,48.7
ARG,1991,3010,71.16,17,49.3
ARG,1992,3077,72.3,17.4,49.9
ARG,1993,3116,72.04,17.8,50.5
ARG,1994,3155,70.96,18.2,51.1
ARG,1995,3163,71.53,18.5,51.7
ARG,1996,3156,72.17,18.9,52.2
ARG,1997,3132,72.99,19.3,52.8
ARG,1998,3163,74.56,19.7,53.3
ARG,1999,3265,75.77,20.1,53.9
ARG,2000,3260,73.94,20.5,54.4
ARG,2001,3212,74.14,20.9,54.9
ARG,2002,2977,75.03,21.4,55.5
ARG,2003,3009,75.22,21.8,56
ARG,2004,3028,73.02,22.3,56.6
ARG,2005,3107,70.99,22.8,57.1
ARG,2006,3114,69.93,23.2,57.6
ARG,2007,3145,70.36,23.7,58.2
ARG,2008,3158,67.64,24.2,58.7
ARG,2009,3132,66.77,24.7,59.2
ARG,2010,3155,66.48,25.3,59.7
ARG,2011,3161,65.93,25.8,60.2
ARG,2012,3197,65.29,26.3,60.7
ARG,2013,3229,64.84,26.9,61.2
ARG,2014,3245,64.11,27.4,61.8
ARG,2015,3307,64.9,28,62.3
ARG,2016,3247,67.26,28.5,62.7
ARM,1992,2184,100.9,11.8,43.3
ARM,1993,2099,105.77,12.2,43.7
ARM,1994,2181,101.58,12.6,44.1
ARM,1995,2270,102.41,13,44.6
ARM,1996,2320,104.4,13.3,45
ARM,1997,2330,101.57,13.6,45.4
ARM,1998,2320,101.82,13.9,45.7
ARM,1999,2288,102.51,14.1,46.1
ARM,2000,2236,101,14.4,46.5
ARM,2001,2239,102.68,14.6,47
ARM,2002,2259,103.69,14.9,47.4
ARM,2003,2432,106.89,15.1,47.8
ARM,2004,2554,107.23,15.4,48.3
ARM,2005,2668,108.8,15.7,48.8
ARM,2006,2757,110.62,16,49.3
ARM,2007,2761,111.93,16.3,49.8
ARM,2008,2869,115.88,16.7,50.3
ARM,2009,2819,117.69,17,50.8
ARM,2010,2768,117.83,17.5,51.3
ARM,2011,2788,116.66,17.9,51.8
ARM,2012,2882,115.23,18.5,52.3
ARM,2013,2928,112.03,19,52.8
ARM,2014,3069,111.37,19.6,53.4
ARM,2015,3090,112.73,20.2,53.9
ARM,2016,3051,110.72,20.9,54.4
ARM,1990,,86.17,11,42.4
ARM,1991,,90.48,11.4,42.9
AUS,1990,3174,65.31,15.4,50.3
AUS,1991,3121,63.45,15.9,50.9
AUS,1992,3125,62.89,16.4,51.5
AUS,1993,3042,61.58,16.9,52.1
AUS,1994,3054,61.45,17.4,52.7
AUS,1995,3099,60.08,18,53.3
AUS,1996,3077,59.35,18.5,53.9
AUS,1997,3096,57.9,19.2,54.5
AUS,1998,3015,56.39,19.8,55.1
AUS,1999,3014,54.85,20.4,55.7
AUS,2000,2991,53.66,21,56.3
AUS,2001,3048,52.46,21.7,56.9
AUS,2002,3077,51.87,22.3,57.5
AUS,2003,3104,50.73,22.9,58.1
AUS,2004,3052,49.1,23.5,58.6
AUS,2005,3099,47.62,24,59.2
AUS,2006,3156,46.74,24.6,59.7
AUS,2007,3198,46.76,25.1,60.2
AUS,2008,3199,46.47,25.7,60.7
AUS,2009,3205,45.39,26.2,61.2
AUS,2010,3213,44.3,26.7,61.7
AUS,2011,3237,43.51,27.3,62.2
AUS,2012,3257,42.24,27.9,62.7
AUS,2013,3276,41.49,28.5,63.1
AUS,2014,3407,41.52,29.1,63.6
AUS,2015,3393,41.55,29.8,64
AUS,2016,3416,40.67,30.4,64.5
AUT,1990,3510,59.48,11.1,42.4
AUT,1991,3556,59.84,11.4,42.9
AUT,1992,3546,59.75,11.7,43.4
AUT,1993,3508,59.63,12.1,44
AUT,1994,3557,58.88,12.5,44.5
AUT,1995,3510,58.63,12.9,45
AUT,1996,3551,58.73,13.3,45.5
AUT,1997,3494,57.75,13.7,46
AUT,1998,3608,57.19,14.1,46.5
AUT,1999,3673,56.51,14.6,47
AUT,2000,3726,55.2,15,47.5
AUT,2001,3728,53.86,15.4,47.9
AUT,2002,3652,53.72,15.8,48.4
AUT,2003,3609,53.7,16.2,48.8
AUT,2004,3606,52.42,16.6,49.3
AUT,2005,3640,51.65,17,49.7
AUT,2006,3719,50.51,17.5,50.2
AUT,2007,3737,49.96,17.9,50.6
AUT,2008,3717,49.3,18.3,51
AUT,2009,3723,49.24,18.7,51.4
AUT,2010,3724,48.18,19.2,51.8
AUT,2011,3735,47.6,19.6,52.2
AUT,2012,3739,47.42,20.1,52.6
AUT,2013,3768,47,20.5,53
AUT,2014,3672,46.49,21,53.4
AUT,2015,3664,46.46,21.5,53.9
AUT,2016,3659,45.63,21.9,54.3
AZE,1992,2318,127.52,9.4,40.2
AZE,1993,2235,134.4,9.7,40.6
AZE,1994,2159,140.21,10,41.1
AZE,1995,2126,139.93,10.3,41.5
AZE,1996,2223,137.94,10.6,41.9
AZE,1997,2021,135.27,10.9,42.4
AZE,1998,2119,134.54,11.2,42.8
AZE,1999,2185,134.62,11.5,43.3
AZE,2000,2282,134.69,11.8,43.7
AZE,2001,2371,134.53,12.2,44.2
AZE,2002,2461,138.63,12.5,44.7
AZE,2003,2554,145.75,12.8,45.3
AZE,2004,2639,151.48,13.2,45.8
AZE,2005,2837,156.25,13.6,46.4
AZE,2006,3006,158.99,14,47
AZE,2007,3019,161.5,14.4,47.7
AZE,2008,3026,167.93,14.9,48.3
AZE,2009,2995,173.36,15.4,48.9
AZE,2010,2973,177.43,15.9,49.6
AZE,2011,3039,180.33,16.5,50.2
AZE,2012,3055,183.4,17.1,50.9
AZE,2013,3118,185.45,17.8,51.6
AZE,2014,3093,188.85,18.5,52.2
AZE,2015,3093,189.92,19.2,52.9
AZE,2016,3081,191.49,19.9,53.6
AZE,1990,,114.62,8.9,39.2
AZE,1991,,119.42,9.1,39.7
BHS,1990,2714,122.99,16.9,49.2
BHS,1991,2607,119.65,17.5,50
BHS,1992,2503,117.6,18.1,50.6
BHS,1993,2420,117.65,18.7,51.3
BHS,1994,2421,117.26,19.3,52
BHS,1995,2535,116.06,19.9,52.6
BHS,1996,2536,119.68,20.5,53.3
BHS,1997,2651,117.15,21.2,53.9
BHS,1998,2601,117.53,21.8,54.5
BHS,1999,2703,121.59,22.5,55.1
BHS,2000,2779,118.37,23.1,55.7
BHS,2001,2765,120.65,23.7,56.3
BHS,2002,2725,117.63,24.2,56.9
BHS,2003,2686,117.43,24.8,57.5
BHS,2004,2662,118.77,25.3,58
BHS,2005,2648,114.37,25.9,58.6
BHS,2006,2627,114.91,26.4,59.1
BHS,2007,2605,111.44,27,59.7
BHS,2008,2585,113.12,27.5,60.2
BHS,2009,2619,116.92,28.1,60.7
BHS,2010,2598,116.29,28.6,61.3
BHS,2011,2568,116.03,29.2,61.8
BHS,2012,2671,113.95,29.7,62.3
BHS,2013,2670,113.15,30.3,62.8
BHS,2014,2636,112.85,30.9,63.3
BHS,2015,2609,113.49,31.5,63.9
BHS,2016,2625,113.84,32.1,64.4
BHR,1990,,211.59,16.7,52.3
BHR,1991,,214.96,17.1,52.8
BHR,1992,,214.68,17.5,53.3
BHR,1993,,209.71,17.9,53.8
BHR,1994,,206.59,18.4,54.3
BHR,1995,,206.82,18.9,54.9
BHR,1996,,209.15,19.4,55.4
BHR,1997,,205.85,19.9,55.9
BHR,1998,,205.09,20.4,56.4
BHR,1999,,206.49,20.8,56.9
BHR,2000,,184,21.2,57.4
BHR,2001,,162.51,21.5,57.9
BHR,2002,,184.43,21.7,58.4
BHR,2003,,205.42,21.9,58.9
BHR,2004,,210.59,22.1,59.3
BHR,2005,,210.92,22.5,59.8
BHR,2006,,206.14,22.9,60.3
BHR,2007,,199.93,23.4,60.8
BHR,2008,,194.85,23.9,61.3
BHR,2009,,189.33,24.5,61.9
BHR,2010,,186.17,25,62.4
BHR,2011,,183.98,25.6,63
BHR,2012,,182.04,26.2,63.5
BHR,2013,,175.22,26.8,64.1
BHR,2014,,166.81,27.4,64.7
BHR,2015,,161.02,28.1,65.2
BHR,2016,,161.13,28.7,65.8
BGD,1990,2111,13.42,0.6,8.3
BGD,1991,2116,12.59,0.6,8.6
BGD,1992,2111,12.93,0.7,8.9
BGD,1993,2010,13.11,0.7,9.2
BGD,1994,2003,13.37,0.8,9.5
BGD,1995,2043,14.08,0.8,9.8
BGD,1996,2048,14.33,0.9,10.2
BGD,1997,2096,14.61,0.9,10.5
BGD,1998,2161,15.19,1,10.9
BGD,1999,2266,16.02,1.1,11.2
BGD,2000,2258,17.31,1.1,11.6
BGD,2001,2331,18.33,1.2,12
BGD,2002,2313,19.87,1.3,12.4
BGD,2003,2350,21.52,1.4,12.9
BGD,2004,2382,22.97,1.5,13.3
BGD,2005,2372,24.83,1.6,13.8
BGD,2006,2372,26.67,1.7,14.3
BGD,2007,2417,27.91,1.8,14.8
BGD,2008,2386,28.68,1.9,15.3
BGD,2009,2425,29.64,2.1,15.8
BGD,2010,2439,30.53,2.2,16.4
BGD,2011,2429,29.65,2.4,17
BGD,2012,2435,29.24,2.6,17.6
BGD,2013,2450,29.27,2.7,18.2
BGD,2014,2494,29.68,2.9,18.8
BGD,2015,2520,29.98,3.1,19.4
BGD,2016,2522,30.51,3.4,20
BRB,1990,3106,100.27,10.7,36.5
BRB,1991,3006,99.76,11,36.9
BRB,1992,2983,101.99,11.4,37.3
BRB,1993,2912,102.61,11.8,37.8
BRB,1994,2905,102.6,12.3,38.3
BRB,1995,2867,102.04,12.7,38.9
BRB,1996,2905,100.51,13.2,39.5
BRB,1997,2970,100.28,13.8,40.1
BRB,1998,2805,98.14,14.3,40.8
BRB,1999,2942,94.92,14.9,41.4
BRB,2000,2802,95.2,15.4,42.1
BRB,2001,2835,91.24,16,42.8
BRB,2002,2806,94.27,16.5,43.5
BRB,2003,2838,97.07,17.1,44.1
BRB,2004,2770,97.67,17.6,44.8
BRB,2005,2888,95.7,18.1,45.4
BRB,2006,2838,95.13,18.7,46.1
BRB,2007,2906,95.09,19.3,46.7
BRB,2008,2884,93.39,19.8,47.3
BRB,2009,2909,90.76,20.4,47.9
BRB,2010,2909,89.52,21,48.6
BRB,2011,2892,89.16,21.6,49.2
BRB,2012,2912,87.44,22.2,49.8
BRB,2013,2937,88.08,22.8,50.5
BRB,2014,2913,88.89,23.5,51.1
BRB,2015,2950,88.98,24.1,51.8
BRB,2016,2936,89.1,24.8,52.4
BLR,1992,3099,109.5,17.2,48.7
BLR,1993,3194,120.73,17.5,49.2
BLR,1994,3125,123.07,17.9,49.6
BLR,1995,3195,128.36,18.2,50.1
BLR,1996,3284,127.61,18.6,50.5
BLR,1997,3282,130.17,18.9,50.9
BLR,1998,3219,132.49,19.3,51.4
BLR,1999,3117,136.64,19.6,51.8
BLR,2000,2993,130.37,19.9,52.2
BLR,2001,3046,137.41,20.2,52.7
BLR,2002,2981,146.4,20.6,53.1
BLR,2003,2821,143.53,20.9,53.6
BLR,2004,2901,141.27,21.3,54.1
BLR,2005,2987,144.51,21.7,54.5
BLR,2006,3084,140.27,22.1,55
BLR,2007,3186,134.38,22.4,55.5
BLR,2008,3200,134.64,22.8,55.9
BLR,2009,3126,136.66,23.3,56.4
BLR,2010,3196,138.43,23.7,56.8
BLR,2011,3400,141.72,24.1,57.3
BLR,2012,3400,127.36,24.6,57.7
BLR,2013,3250,126.36,25.1,58.1
BLR,2014,3335,125.16,25.6,58.6
BLR,2015,3186,122.07,26.1,59
BLR,2016,3240,121.87,26.6,59.4
BLR,1990,,100.85,16.4,47.6
BLR,1991,,104.91,16.8,48.2
BEL,2000,3709,44.68,18.6,54.5
BEL,2001,3747,43.67,19,54.9
BEL,2002,3749,43.51,19.4,55.2
BEL,2003,3717,42.94,19.7,55.6
BEL,2004,3722,41.34,20.1,55.9
BEL,2005,3716,40.37,20.5,56.2
BEL,2006,3716,39.08,20.8,56.6
BEL,2007,3713,38.68,21.1,56.9
BEL,2008,3702,38.56,21.5,57.2
BEL,2009,3697,37.52,21.8,57.5
BEL,2010,3707,36.48,22.2,57.8
BEL,2011,3720,35.79,22.5,58.1
BEL,2012,3715,35.47,22.9,58.3
BEL,2013,3733,34.93,23.3,58.6
BEL,2014,3789,33.75,23.7,58.9
BEL,2015,3804,33.72,24.1,59.2
BEL,2016,3774,32.93,24.5,59.5
BEL,1990,,50.56,15,50.4
BEL,1991,,49.43,15.3,50.8
BEL,1992,,48.94,15.7,51.2
BEL,1993,,48.71,16,51.7
BEL,1994,,48.01,16.4,52.1
BEL,1995,,47.46,16.8,52.5
BEL,1996,,46.78,17.1,52.9
BEL,1997,,46.15,17.5,53.3
BEL,1998,,46.01,17.9,53.7
BEL,1999,,45.68,18.3,54.1
BLZ,1990,2484,71.41,10.3,39
BLZ,1991,2521,70.96,10.7,39.5
BLZ,1992,2707,72.25,11,40.1
BLZ,1993,2690,75.63,11.5,40.6
BLZ,1994,2649,80.49,11.9,41.2
BLZ,1995,2693,86.31,12.3,41.9
BLZ,1996,2647,93.3,12.7,42.5
BLZ,1997,2660,101.86,13.1,43.2
BLZ,1998,2651,109.45,13.5,43.8
BLZ,1999,2640,117,13.9,44.5
BLZ,2000,2688,123.04,14.3,45.2
BLZ,2001,2757,117.08,14.7,45.8
BLZ,2002,2778,114.59,15.1,46.5
BLZ,2003,2806,115.56,15.5,47.1
BLZ,2004,2776,118.05,16,47.7
BLZ,2005,2818,117.76,16.4,48.3
BLZ,2006,2800,119,16.8,48.9
BLZ,2007,2793,115.93,17.3,49.5
BLZ,2008,2719,110.95,17.7,50.1
BLZ,2009,2763,111.32,18.2,50.6
BLZ,2010,2839,111.88,18.8,51.2
BLZ,2011,2761,109.82,19.3,51.8
BLZ,2012,2735,107.48,19.9,52.4
BLZ,2013,2751,107.64,20.5,53
BLZ,2014,2627,108.4,21.1,53.6
BLZ,2015,2677,107.79,21.8,54.2
BLZ,2016,2679,106.75,22.4,54.8
BEN,1990,2134,48.67,2.6,16.2
BEN,1991,2198,50.13,2.7,16.6
BEN,1992,2142,51.61,2.8,17.1
BEN,1993,2155,53.09,3,17.6
BEN,1994,2179,55.23,3.1,18.1
BEN,1995,2203,57.43,3.3,18.5
BEN,1996,2251,59.85,3.5,19
BEN,1997,2243,61.56,3.6,19.5
BEN,1998,2236,63.58,3.8,20
BEN,1999,2234,65.63,4,20.5
BEN,2000,2245,67.95,4.2,21
BEN,2001,2315,69.32,4.4,21.5
BEN,2002,2401,71.01,4.6,22
BEN,2003,2360,72.21,4.8,22.4
BEN,2004,2461,73.29,5,22.9
BEN,2005,2435,74.13,5.2,23.5
BEN,2006,2450,75.25,5.4,24
BEN,2007,2564,76.4,5.6,24.5
BEN,2008,2521,77.99,5.9,25
BEN,2009,2565,79.94,6.1,25.6
BEN,2010,2555,81.43,6.4,26.1
BEN,2011,2598,82.6,6.7,26.6
BEN,2012,2610,82.96,7,27.2
BEN,2013,2619,82.74,7.3,27.8
BEN,2014,2739,82.65,7.6,28.4
BEN,2015,2726,82.89,7.9,28.9
BEN,2016,2742,83.1,8.2,29.5
BTN,1990,,29.41,1.1,10.7
BTN,1991,,30.07,1.1,11.1
BTN,1992,,30.68,1.2,11.5
BTN,1993,,31.46,1.3,12
BTN,1994,,32.24,1.4,12.5
BTN,1995,,33.15,1.5,13
BTN,1996,,33.58,1.6,13.5
BTN,1997,,34.83,1.7,14
BTN,1998,,36.06,1.8,14.6
BTN,1999,,36.7,2,15.2
BTN,2000,,38.45,2.1,15.8
BTN,2001,,39.52,2.2,16.4
BTN,2002,,40.71,2.4,17.1
BTN,2003,,42.42,2.5,17.7
BTN,2004,,43.78,2.7,18.4
BTN,2005,,44.91,2.9,19.1
BTN,2006,,45.47,3.1,19.8
BTN,2007,,46.03,3.3,20.6
BTN,2008,,46.44,3.5,21.3
BTN,2009,,47.02,3.7,22
BTN,2010,,47.64,4,22.7
BTN,2011,,48.41,4.2,23.4
BTN,2012,,49.33,4.5,24.2
BTN,2013,,50.33,4.8,24.9
BTN,2014,,51.35,5.1,25.6
BTN,2015,,52.35,5.5,26.4
BTN,2016,,53.16,5.8,27.1
BOL,1990,1938,79.4,8.1,38.4
BOL,1991,2020,80.56,8.5,39.3
BOL,1992,2022,82.04,8.8,40
BOL,1993,2007,83.46,9.2,40.8
BOL,1994,1959,83.75,9.6,41.6
BOL,1995,2106,84.47,9.9,42.4
BOL,1996,2047,84.25,10.3,43.1
BOL,1997,2055,85.73,10.7,43.8
BOL,1998,1951,85.84,11.1,44.5
BOL,1999,2037,86.1,11.5,45.2
BOL,2000,2076,86.43,11.8,45.9
BOL,2001,2083,86.4,12.2,46.6
BOL,2002,2102,87.37,12.6,47.3
BOL,2003,2117,87.93,13,47.9
BOL,2004,2051,88.36,13.4,48.6
BOL,2005,2106,89.25,13.8,49.2
BOL,2006,2159,89.91,14.2,49.9
BOL,2007,2165,91.51,14.6,50.5
BOL,2008,2146,92.8,15,51.2
BOL,2009,2133,94.02,15.5,51.8
BOL,2010,2177,95.13,15.9,52.4
BOL,2011,2222,96.32,16.3,53.1
BOL,2012,2234,97.29,16.8,53.7
BOL,2013,2256,97.94,17.3,54.3
BOL,2014,2310,98.44,17.7,54.9
BOL,2015,2379,99.44,18.2,55.5
BOL,2016,2382,101.71,18.7,56.1
BIH,1992,2349,88.53,10.5,41.9
BIH,1993,2454,88.56,10.9,42.3
BIH,1994,2644,88.48,11.2,42.8
BIH,1995,2636,87.33,11.6,43.2
BIH,1996,2877,85.96,12,43.6
BIH,1997,3090,87.2,12.4,44
BIH,1998,3023,83.78,12.8,44.5
BIH,1999,2936,84.93,13.1,44.9
BIH,2000,2803,87.48,13.5,45.4
BIH,2001,2903,93.9,13.8,45.8
BIH,2002,2901,99.12,14.2,46.3
BIH,2003,2834,101.37,14.5,46.8
BIH,2004,3091,102.9,14.8,47.2
BIH,2005,3038,105.97,15.2,47.7
BIH,2006,3016,104.92,15.5,48.2
BIH,2007,3064,109.53,15.9,48.7
BIH,2008,3107,103.71,16.2,49.2
BIH,2009,3079,103.13,16.6,49.7
BIH,2010,3099,101.71,17,50.2
BIH,2011,3134,102.07,17.3,50.7
BIH,2012,3050,100.63,17.7,51.2
BIH,2013,3154,101.2,18.1,51.7
BIH,2014,3200,101.98,18.5,52.2
BIH,2015,3268,104.29,19,52.8
BIH,2016,3304,102.01,19.4,53.3
BIH,1990,,83.02,9.8,41
BIH,1991,,88.55,10.1,41.4
BWA,1990,2216,79.57,6.4,25
BWA,1991,2224,83.92,6.9,26.2
BWA,1992,2203,89.01,7.4,27.3
BWA,1993,2069,94.09,7.9,28.4
BWA,1994,2186,99.43,8.4,29.4
BWA,1995,2188,104.41,8.8,30.4
BWA,1996,2214,108.04,9.3,31.4
BWA,1997,2165,111.73,9.7,32.2
BWA,1998,2081,118.45,10.1,33
BWA,1999,2117,125.61,10.5,33.8
BWA,2000,2080,134.5,10.9,34.6
BWA,2001,2154,141.81,11.2,35.3
BWA,2002,2111,148.39,11.6,35.9
BWA,2003,2113,151.53,11.9,36.6
BWA,2004,2191,150.2,12.2,37.2
BWA,2005,2198,146.67,12.5,37.8
BWA,2006,2150,145.11,12.8,38.3
BWA,2007,2166,145.08,13.1,38.9
BWA,2008,2184,150.31,13.4,39.4
BWA,2009,2199,153.22,13.7,39.9
BWA,2010,2234,156.95,14.1,40.4
BWA,2011,2273,160.59,14.4,40.9
BWA,2012,2342,162.43,14.7,41.4
BWA,2013,2326,164.92,15,41.9
BWA,2014,2385,167.11,15.4,42.4
BWA,2015,2383,167.87,15.8,42.9
BWA,2016,2377,166.52,16.1,43.4
BRA,1990,2719,84.38,9.1,38.5
BRA,1991,2777,82.5,9.5,39.3
BRA,1992,2771,82.64,9.9,40
BRA,1993,2774,84.67,10.3,40.8
BRA,1994,2818,84.3,10.8,41.5
BRA,1995,2812,83.85,11.2,42.2
BRA,1996,2840,84.05,11.6,43
BRA,1997,2854,82.8,12.1,43.7
BRA,1998,2853,83.26,12.6,44.5
BRA,1999,2865,83.22,13,45.2
BRA,2000,2880,82.78,13.5,46
BRA,2001,2892,82.54,14,46.7
BRA,2002,2927,82.59,14.5,47.4
BRA,2003,3067,82.89,15,48.1
BRA,2004,3082,83.15,15.5,48.8
BRA,2005,3078,81.46,16,49.5
BRA,2006,3096,81.5,16.6,50.2
BRA,2007,3106,81.41,17.1,50.8
BRA,2008,3178,81.53,17.7,51.5
BRA,2009,3166,81.58,18.2,52.1
BRA,2010,3230,81.34,18.8,52.7
BRA,2011,3286,81.1,19.4,53.4
BRA,2012,3248,79.71,19.9,54
BRA,2013,3263,79.01,20.5,54.6
BRA,2014,3303,78.03,21.1,55.3
BRA,2015,3248,77.73,21.7,55.9
BRA,2016,3234,78.37,22.3,56.5
